,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Code,label
0,3.1064417,1.8417463,1.4717314,1.1758723,-1.6680629,-1.4791982,-0.3990836,-1.729137,0.53694427,0.09354847,-0.5256215,-0.5289557,0.1920866,-0.28495840000000006,0.0025061842000000003,-0.47060412,a39a,55
1,0.6544477,-0.25157896,0.93754476,1.8177078000000002,-0.5112680000000001,0.89033824,0.29654154,-1.0035541,0.6310945,-0.60119456,0.5667693,0.5701608,0.23169139999999996,0.3541469,-0.1360027,-0.17158934,1f64,21
2,-6.18957,-2.0184522,-1.2005895,1.8368928,-0.28640370000000004,0.6333533,0.95806485,0.40884957,-0.69746786,-0.025899336000000002,0.01587215,-0.021477027000000003,0.18760833,0.28626290000000004,-0.3423441,0.1530084,1a02,73
3,2.9982955000000002,-0.34638209999999997,-2.0750895000000003,-1.943368,0.7043111,-0.8087026999999999,-0.16869004,-1.6652335999999999,-0.58654815,-0.5484581000000001,-0.8550405000000001,0.36672994,-0.27790964,-0.12713875,0.49064940000000007,-0.061825342,0b2f,82
4,-6.066229,1.619178,0.018200386000000002,0.7020626,-0.8359536,0.055822465999999994,0.14437789,-0.9071005999999999,-1.3593273000000001,0.41981813,0.15071167,0.23990127,-0.23485488,0.15470906,0.27161799999999997,0.022399303,1804,18
5,-6.5383024,-0.255378,0.0072445087,1.8923401999999998,0.48562163,-0.2763957,-1.1207468999999999,0.12641066,-0.4226653,0.74762386,0.5043432,-0.22730327,0.31287017,-0.1989556,0.67229986,0.5893599,2cc6,18
6,-2.0374262,-1.6828218999999998,1.8594035,0.16951747,-0.64994496,-0.9916389000000001,0.29676235,0.5162227,0.5291982,-0.050330735999999994,-0.8381016,0.33074123,0.36435038,-0.25339770000000006,-0.42775184,-0.20847939,2d3a,39
7,-5.3336744000000005,1.7509427,-1.9187918999999998,-2.7517902999999997,-0.08046389999999999,0.9832343000000001,0.397305,0.263313,0.834899,0.43625602,-0.6098047,-0.28887144,-0.08633248,0.46522474,-0.23953165,-0.050082967,2cb2,24
8,-0.9051013000000001,-4.282963,-2.9676287,0.22022486,0.36811742,1.3647183999999999,0.098974854,-0.49319416,0.39930052,-0.8049850000000001,0.06923380000000001,-0.3199241,0.12654154,0.33441672,-0.14051189,0.089770675,1a16,53
9,2.2673422999999997,0.9862964,3.5852182,2.6076193,0.5889865,0.54469204,0.94998276,0.64209586,0.30907103,-0.8538582,0.6858626999999999,0.37052733,1.1580233999999998,-0.04195788,0.7865425,-0.10327198,1faa,71
10,1.1942191,-0.50230354,-0.7763433000000001,-3.8871198,1.475778,-0.27898747,0.14796755,-1.013032,-0.43829309999999994,-0.16379382,-0.64845526,0.82355094,-1.0056719,-0.15778738,0.4050125,-0.0064075827,0b08,27
11,0.23573294,1.2537364,0.8513139999999999,2.0032136,0.5267397,-1.5984163,0.05126886,-0.8654120000000001,0.65104777,-0.7312298,0.39126852,0.441999,0.051008637999999995,0.2168098,-0.16367963,-0.014088864,1810,17
12,-6.7310479999999995,2.3906846,-0.8578254999999999,2.315971,-1.3409616000000002,1.4957999,0.045016978,-1.0066629999999999,-0.061862352999999995,-0.61730593,-0.61202574,0.51190096,-0.34587494,-1.3326206,-0.11007731400000001,0.77666533,119d,18
13,-2.5070403,-0.6540351,1.6319906000000002,-0.038254223999999996,0.9354566999999999,0.07925954,0.32694,-0.16055858,0.46713546,-0.41176814,-0.06630675,0.44385663,0.011288533,0.25792772,-0.23584661,-0.4839053,1f70,47
14,-4.0134377,-1.7920327,1.3280308,1.5694841,-0.3336382,-0.6789565,-0.21178159,-0.11163478,-0.33917016,-0.20702209,-1.0736763,0.8452576999999999,0.52039665,-0.21888709,-0.4176142,-0.072727025,2c79,39
15,-2.9027743,-2.0243967,-0.73356426,-2.2541332,0.10209081,0.4125411,0.19851896,0.8533671999999999,0.09999633,-0.33787236,0.43532425,-0.26801997,-0.8340868,-0.24896717,-0.08074566,0.3270774,2c4c,51
16,13.727091,3.3370562000000006,2.8561552000000003,3.3401184,-0.8789254999999999,2.4555905,3.5880654,0.5746720999999999,-1.1074506000000002,0.24253267,-0.23267472,-0.45595600000000003,0.79862547,-0.2763114,-0.6760876,1.6922883999999998,2dd4,67
17,3.2866726,-2.7863848,-2.8340452000000003,0.4335898,-2.4263263,0.6131171999999999,-1.5923180000000001,-1.4745095,0.014863081,-0.087285385,-0.27832429999999997,-0.7861395,0.9150385,-1.1838269,0.11521116,-0.25505036,a38e,61
18,-4.506322,-0.63892156,-0.08356674,-0.37210348,-0.8659747999999999,-0.08546288,1.4116942,1.6802785,0.88719887,0.005646683299999999,-0.8359382,0.6446976,-0.48679766,0.34040004,0.33171335,-0.11766969,0e46,95
19,-0.96351844,-1.4811038,1.9892846000000002,-0.79078174,-0.30471277,-1.0908536,0.06776,0.10298394400000001,0.11755305,-0.061344694000000005,-0.42945390000000006,0.24368253,0.087991424,0.040566242999999995,-0.20370546,-0.108378574,0298,1
20,-6.304814299999999,3.8597748,-0.30247620000000003,-0.96210843,-0.03726931,0.86887753,0.24888824,-0.6144196,0.09757360000000001,1.04157,-0.06542597,-0.5155862,0.013745761,0.7453994,-0.26393792,-0.6397778000000001,18f3,76
21,-0.026147451000000002,7.062725,-4.982563,0.49260512,-2.5517292,0.4707791,-2.6166456,2.4143803,1.0656197,-0.29300429999999994,-1.5801346,-0.01680595,-0.14790997,3.2011712,-0.09516089,-0.07834636,1186,19
22,1.5735565,1.1654187,2.9375696,1.9313145,0.29118007,0.88611794,0.86074203,0.0489968,0.13674006,-1.0707924,0.46202475,0.37717173,1.3028941,-0.029199785,-0.26081620000000005,-0.037984967,1f6b,71
23,-0.9409702,-6.085899400000001,0.47217202,-1.2110546999999998,0.8514461,0.9400083,-0.98997724,0.6493680000000001,0.15881552,-0.30716386,-0.561351,-0.22726342,0.26728076,0.47440820000000006,-0.50917816,-0.39012638,2c51,16
24,-1.2343572,-1.4897096,0.9520439,0.21687117,-1.313774,-0.60986924,-1.2167276000000002,0.017597714,-0.52919096,-0.09329796,-0.34649304,0.16590302,0.41707840000000007,0.03918177,-0.19959979,-0.19125846,a397,22
25,-4.633564,-2.3426883,-0.32143736,-0.40285644,0.5953839,0.65053165,-0.40241587,0.6270781999999999,-0.009070291999999999,0.044335794000000005,-0.1193971,-0.60680276,-0.024200015,0.08878284,-0.45624244,-0.38765126,2d37,95
26,-4.297555,-2.8378248,-2.427832,2.5229943,-0.7168628,1.0797011,0.30003148,-0.45063559999999997,-0.7202911,-0.09394416,-0.10275475,-0.11692580000000001,1.0196735000000001,0.19756965,-0.21708441,0.017400945,1a0d,73
27,-2.5922263,-0.8218178,-1.8044296999999998,-5.0442595,2.3290706,0.7850535,-0.4688549,0.6719951,0.673669,0.33730176,0.8208761,-1.2392646,-1.6325345,0.14080913,-0.13636835,0.28870198,1838,81
28,9.229546000000001,2.377199,-0.10504888,4.5128555,4.831727,2.2576928,0.72436774,1.5658056,-1.3076003,0.98159313,-1.8830185000000002,-1.1084888000000002,-0.8529146000000001,-0.12511425,1.2972139999999999,-0.058034934,180b,62
29,-3.0361029999999998,0.27389225,-0.79738057,-2.3975837,1.7310223999999999,-0.08943991,0.39051157,-0.44658017,-0.026153434,-0.40389946,0.32468,0.23659974,-0.9311993000000001,-0.09247794,0.27569225,-0.003521827,0b20,81
30,1.3437716,-0.03770216,2.1559424,3.0175278,-0.032072287000000005,2.1000257,0.39456552,-0.41901267,1.1124333,-0.24366297,1.1202632,0.80022186,0.069700845,0.18717028,0.6799736999999999,-0.28220287,1fa7,55
31,-1.9171628,-3.442921,-0.3690967,-1.6423683999999998,1.9371828999999998,0.12387426,-0.28085127,0.5012127000000001,0.7784178,-0.9148040000000001,-0.6659354000000001,0.07084348,-0.07071667,0.12918729,-0.08132594,-0.24479926,2cbd,16
32,-3.3328127999999997,-1.3992996000000002,0.75790334,-0.25757757,-0.8896371,0.83789885,-0.29227367,0.44439104,-0.17602968,0.06584094,-0.11901132,0.17358536,-0.8224849,0.06637259,0.51580316,0.09371236,2d23,39
33,-0.20964304,-3.2873205999999997,-0.042863785999999994,-2.8735142000000002,0.94904834,-0.12178779,-0.049119199999999995,0.5537186,0.9554266,-0.75817287,-0.6528125,-0.230001,-0.32106876,-0.13241906,-0.06110238,-0.23775995,2c45,13
34,1.736227,0.52635187,0.07844998,1.0550339,0.33657944,-0.9344880999999999,0.29705128,-1.0396954999999999,0.21470864,-0.87886333,-0.020314004,-0.17135993,0.32180253,-0.15677787,0.055197287000000005,-0.14077269,a383,44
35,6.905079,1.4511048999999998,4.6406274000000005,-3.6018136,3.2241058,0.02853809,0.2721748,0.38126332,-1.1129999,1.9078398,0.21043582,-0.35249168,0.46307138,-1.3994628,-0.38250026,0.8443427,2ddb,3
36,-1.499675,-4.2531767,0.7041924,-0.90486467,-0.5093842000000001,0.6545920000000001,0.1381449,1.1204008,-0.11873342,-0.39325634,-0.27939826,0.15669079,0.38157225,0.09671747,-0.29519388,-0.07569349,0e52,16
37,3.5333266000000005,0.56762666,-1.7676123,-2.128117,-0.21769989999999997,0.11065928,0.46946257,-0.8038044,-0.25547695,-0.48703218,0.13647036,-0.052497827000000004,0.19174612,-0.48889309999999997,0.4711612,-0.019551225,0bee,82
38,3.4408913,1.1136065,-6.3325486,3.1988060000000003,-3.8053632000000004,0.71458936,0.16976513,0.75462055,0.2073562,-0.7667927,-0.6828732,-0.8413681000000001,-1.4755707,1.0114104,-0.29425877,0.104201145,1192,52
39,-0.033594652999999995,7.6474185,-4.4051279999999995,0.16059291,-2.4526553,0.19636448,-3.3033108999999996,2.0655474999999996,1.2518866000000002,-0.12000231,-1.0896326,0.14759068,-0.17641681,3.1332326,-0.12149157,-0.22435287,1179,19
40,-4.354942299999999,8.139746,1.1680245,-1.2381357,3.0329647,0.23305786,2.8417745,0.73275965,0.7121941999999999,0.13252741,1.3007236,-1.1949456,0.45843583,-0.23935558,-0.22558242,-0.34037929999999994,114c,98
41,1.7448237000000002,0.59931666,3.7274227,-2.2920849999999997,4.2260833,0.6117088,0.27554864,-0.28998303,-0.8396701999999999,-0.14701518,1.8303741000000002,-1.2572308,0.9086267,0.5291638000000001,0.3425136,-0.088042386,16d4,42
42,-2.8156527999999996,-3.3547826,0.79547095,-0.15315179999999998,0.39269584,-0.022948835,-0.34479418,1.304958,0.5435116999999999,0.089637116,-0.23824254,-0.18115348,-0.19184795,-0.37437266,0.11401718,-0.32007470000000005,0e8c,4
43,-1.1663896999999999,-0.07833882,2.2281692000000004,-0.61174685,0.59221464,-0.77601194,0.69178617,0.12343363,1.0391565999999999,0.19370833,-0.9795440999999999,0.03680768,0.17756213,0.46061897,0.84807694,-0.79169756,0267,1
44,-0.86866814,-3.9372663,1.5818843,-0.9530955,0.97825783,-0.68787116,0.11038565,1.5363457,0.10280858,-0.09801024,0.33014926,-0.17038599999999998,-0.5865398000000001,-0.061925642,-0.63383496,-0.1811892,2c9d,16
45,-3.1081164,-1.424042,-0.7333168999999999,0.8923694999999999,-0.207531,0.31698459999999995,0.67203736,-0.87832046,0.43965730000000003,0.21595715,-0.47070655,-0.69090337,0.04202884,0.18003634,-0.21233791,-0.20829546,a4e5,95
46,8.993546,2.6439150000000002,-0.64766926,3.4325387000000003,2.7685353999999998,2.1042528,-0.9303471,0.7891760999999999,-0.4911795,0.2655091,-0.6849515,0.018768892,0.124324046,-0.20488055,-0.66463244,0.03512689,2470,62
47,2.8427277,-2.114546,-2.3904593,1.4953916,-0.8592223,-0.4319164000000001,0.6428202,-0.31353924,0.39988026,-0.34063587,0.32272398,-0.25960836,0.3874229,-0.784604,-0.34776723,-0.09309471,a368,72
48,1.4946145,-1.3736264,3.0845107999999994,-0.30566072,0.22137171,-0.8435891,0.029128304,-0.41675234,-0.30143192,-0.3119283,-0.5657821999999999,0.25131765,0.21904624,0.36789817,-0.07856939,-0.15811865,a35b,90
49,7.959973,0.25392413,-1.1843808,1.5729377,-0.9436103000000001,0.2293485,-0.6033334,-0.05444383,1.7790018,0.540934,1.5136036,1.0723388,-1.3168405,0.49089777,0.33293554,-0.1155758,2316,14
50,5.5556197,-2.6217895,-5.11499,1.5583352,1.0045989,0.21147893,0.68985647,-0.7517126999999999,0.14671214,0.9136576,-0.24729398,0.8292995999999999,0.6655721,-0.7862164,-0.5988965999999999,0.009584592,a43d,7
51,1.3650348,0.7644455,0.022589255,-2.0574079,0.5414608,-0.667421,-2.2847776,-1.3580527,-0.7319224,-0.38773137,-0.40265536,-0.6108276999999999,-0.37000996,0.34926656,0.6571836999999999,-0.32460943,a3c3,77
52,3.9528105000000004,-1.7355705000000001,-3.1202917,2.4832994999999998,1.1842473999999998,-0.27473408,0.017713442,0.40675566,-0.43870519999999996,1.3430253,-0.68981105,-0.46171126,0.45935070000000006,-0.05725563,-0.7246564,0.026290525,24aa,7
53,-2.1140392000000006,-1.8621997,1.5834217,0.08198273,-0.27425414,0.19016844,-0.36208886,0.28620097,1.017941,-0.5773553000000001,-0.903033,0.606762,-0.34396583,-0.37209618,-0.527384,0.40459576,0501,91
54,1.9686013,-7.624894599999999,-1.8931828999999998,0.09763144,1.042016,1.2161313,-0.14957239,-0.5854772,0.19062679,-1.2324761999999998,-0.36038956,-0.06643664,0.4724683,1.1735821000000002,-0.12209867,-0.006493298000000001,11b2,38
55,1.8472546000000003,0.72291374,-0.6131477,1.5322943000000002,0.7753554,-2.9122427,0.4397375,-0.18780436,0.6214807,-0.31811297,0.34791008,-0.6498991999999999,0.2945801,-0.64094144,-0.37221858,0.039555337,162e,44
56,-1.4267531999999998,-2.6016972000000003,-1.4923509,0.23767237,0.07862465,-0.032592233,0.02694113,0.18860897,0.84878105,-0.25215542,-0.020330897,-0.86089265,0.17334192,-0.104874045,-0.39677542,-0.112043574,0515,94
57,-0.7484254,-1.8990145,3.0858898,-0.14700021,-0.2603037,-0.3214724,-0.018907853999999998,0.3379365,-0.44763395,0.5770152,0.23741393,-0.11407545,0.43647024,-0.18406047,-0.5734906,-0.44555873,02ab,22
58,-5.0863629999999995,0.48224282,-0.9141268,-1.4785416999999998,-0.62090594,0.65924203,0.36865159999999997,-0.05221865,-0.89332896,-0.22207257,-0.010056711999999999,-0.29563773,-0.17874335,-0.3766073,0.28154275,0.29225346,02b8,20
59,-0.5994968,-5.017021,-2.7330697,1.8521872,1.7245398,0.7048101,-0.09475931,-0.7105058000000001,0.6048245,-0.3416778,-0.68124914,0.122880325,0.30167487,-0.6666065,-0.58590335,0.26955283,11c6,53
60,2.9712846,-2.568003,-4.319622,2.1184514,1.6081450000000002,-0.53982544,-0.9820101999999999,0.56490266,0.6932507,-0.17694363,0.6227729999999999,0.065336116,0.13697535,0.76974475,-0.5971753000000001,-0.36988000000000004,163a,7
61,-3.01447,-3.6232492999999995,0.48844507,0.0718073,0.8861085999999999,0.15055516,-0.022163864,0.84445626,0.8473582000000001,-0.6062274999999999,-0.63204277,0.3741111,0.18667486,0.19882366,-0.5321017,-0.37082008,2302,91
62,6.439624,0.45855755,1.5744973,-0.66204053,0.55529255,1.1977066,0.83004594,-1.1156504999999999,-0.40454623,-0.8801288,0.28185004,0.12669496,0.42772853,0.27708313,0.22750822,-0.12729813,a3b7,10
63,7.8761149999999995,-5.2547364000000005,-2.0901482,-4.372244,0.18568249,0.77895886,-0.0009623567500000001,0.17909160000000002,0.69315475,-0.023293825,-0.2821262,-0.07224433,-0.0677647,-1.5925503,0.022194312999999997,-0.46735892,23e9,70
64,17.654101999999998,0.39353818,0.8076533,4.809858999999999,2.3318539,0.2081123,-0.8926006,1.255247,0.43601817,0.85582787,-0.72801805,-0.53696626,-0.46888959999999996,0.5493965999999999,1.0286095,-0.028687846,23fc,12
65,-1.7957033,0.81352574,1.0242356,-2.3637547000000003,0.14990853,-0.8391266,-0.5155185,-0.6643131999999999,-0.35260957,0.3442433,-0.2228156,-0.35083452,0.78497005,0.43377924,0.43123162,0.6354772,a4d1,80
66,2.6111982000000005,-1.3207885,0.71486294,-2.4887784,1.7622188,-1.0613393,-0.47992536,-0.09619073,-0.27503386,-0.87528175,-0.7674863000000001,0.13852982,0.34290984,0.113904774,0.30836016,-0.10568366,a34f,77
67,7.336846400000001,2.785654,0.5177670999999999,3.9505152999999997,2.581654,2.0574446,-0.46075118,0.74319965,-0.7203043,0.91697544,-0.52804554,-0.27986586,-0.19998372,-0.26524050000000005,-0.9736155000000001,-0.44665638,2464,62
68,-0.71639663,5.063581500000001,2.3790662,0.5647133000000001,2.024085,-0.27859184,-0.4024888,1.3950386000000001,-0.9124986999999999,0.12555557,1.330051,-0.8577419,-0.5617166,-0.66906244,-0.42711535,0.28020159999999994,16e0,75
69,-3.2369877999999996,-2.5418787,-0.06994645,-0.15168118,0.76647466,0.040009253,0.5955341,0.7047547,1.1081876,-0.21044801,-0.6582991,-0.49875623,-0.29903209999999997,-0.10810358,-0.31996748,-0.35863376,0273,91
70,-9.024780999999999,-1.5020348999999997,-0.81024325,3.4903214,2.1013990000000002,0.16038275,-0.01317493,0.50760657,-0.9832915000000001,-0.41718879999999997,0.7797636,0.7510325,-0.12381313,0.42406932,0.6072835999999999,0.33319992,a4f9,36
71,-4.2771935,1.3890125,-0.7083967,0.52088785,-0.7740224,-0.49153109999999994,-0.011110068999999998,0.942168,-0.28881636,-0.06349436,0.37147573,0.07718479,0.33418465,0.38466242,-0.07784324,0.51337445,a4ec,5
72,-6.2118707,0.75041795,0.054827448,0.74788404,0.63390523,-0.14203748,0.013303078999999999,-0.10780032,-0.86245275,0.65623975,1.1204368,-0.3693127,-0.5061281,0.23628797,-0.3534223,-0.124237604,2c92,18
73,8.012018,0.5660049,-4.125818,2.0590022,3.1459157,-0.36434132,-0.29312083,0.33724773,-2.3915029999999997,1.3214285,-1.7874472,0.9475435999999999,-0.1906942,0.28474274,-0.7342803000000001,0.10405453,247f,63
74,3.958886,-2.0232403000000003,-0.3364316,-0.23326841,0.47166616,-1.5491218999999998,0.019702438,0.040764783,0.33391178,-0.9363036,0.16622314,0.030142639,0.30702454,0.09771262,-0.057747565,0.3867215,a354,32
75,-1.0779216,10.307948,-0.77462566,0.64872086,1.3174643999999998,-0.36371479999999995,0.018883662,2.3115816000000002,0.2649249,-1.0765738,0.82657886,-1.4450504,0.37398928,0.73044103,-0.1062415,-0.8354676999999999,1145,9
76,0.45820984,1.5555351999999998,2.265988,-3.227293,2.5367248,0.24508020000000003,-0.27928364,-0.42295107,0.16579925,-0.052730087,1.2500683000000001,-0.8184433000000001,0.035099626,0.7187863,0.38945898,0.46982786,16db,42
77,-4.2532706,-2.0268102,0.9069683000000001,0.89392567,-1.0250622999999999,-0.42885837,-0.20093456,1.0050781,-0.10987072,0.7919769,-0.05746844,-0.24588908,0.066746525,-0.48677957,-0.75927496,-0.2406123,026a,39
78,-4.253656400000001,-2.6886213,-1.6809150000000002,1.6390771,-1.4482674999999998,0.8586246999999999,0.26594377,0.6881381999999999,-0.5832593,-0.23969702,0.36181876,0.20416711,0.53018415,-0.1569534,-0.20122574,0.026383467,11bd,95
79,-1.6629764999999999,-3.6110290999999997,-2.3181472000000003,0.4965075,1.9748497,0.72257316,1.4968092,-0.50587165,1.0483445,-0.27266687,-1.1272043,-0.12730777,-1.0845897,-0.94351107,-0.71190983,0.07769327,1623,53
80,1.8575656000000003,1.6706808999999998,1.4638053,-0.70322585,1.1604401000000002,0.5115158,-1.8955596999999997,-0.07744616,-0.10728001599999999,0.00012287822,0.44839534,-0.35576883,0.90721333,0.20280793,-0.16084899,0.30924082,a432,45
81,2.7943501,-0.23394988,2.421534,-0.42392650000000004,-1.0908768999999998,1.219384,-0.18942474,-0.80220175,0.16617379,0.006859631,0.8704353000000001,0.3426143,0.41242987,0.13170084,0.09350023,-0.29513425,a3ce,55
82,4.6640854,-0.55991846,-2.0713567999999998,3.5562077000000003,1.7102066000000002,-1.2317969,-0.2854473,-0.52202606,-0.42908959999999996,0.57223266,0.09855089,0.12699765,0.100121334,0.5809632,-0.5250151999999999,0.5646485,24a7,7
83,0.87298137,0.033911593,0.28289098,-0.5960668,0.78300273,-0.29186090000000003,0.22121918,-0.47153395,-0.32052648,-1.0317478,-0.47038683,-0.2693547,-0.033651635,-0.00916317,0.1572191,-0.10654282,a426,90
84,-7.618906,-0.08389211,-1.9527061999999997,-0.19662268,0.6607005,1.0421532,0.09314644,0.24465045,-0.84068006,-0.1475372,0.5491895999999999,-0.33761486,-0.5996130999999999,-0.30262205,-0.14309520000000003,0.14340542,230d,30
